course,wylie,acip,tibetan_generated,pronunciation_generated,english,occurrences_in_course,depth,tier
C01,"bla ma bsten tshul yang bka' chos gnang mkhan dang , ka kha slob mkhan gnyis la khyad med dgos,",,བླ་མ་བསྟེན་ཚུལ་ཡང་བཀའ་ཆོས་གནང་མཁན་དང། ཀ་ཁ་སློབ་མཁན་གཉིས་ལ་ཁྱད་མེད་དགོས།,"la maten tsul yang kachu nangken dang ,ka kalob kennyi la kyeme gu","When we speak of ""proper behavior towards your lama,"" it's necessary for the student to realize that we draw no distinction between the person who delivers him formal dharma teachings and the person who teaches him the alphabet and so on.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma bsten tshul yang bka' chos gnang mkhan dang , ka kha slob mkhan gnyis la khyad med dgos, bla ma bsten pa'i ring rang don du kha ton byas pa lta bu ma gtogs pa sri zhu bkur sti sogs zhabs tog sgrub tshad bla ma'i rnal 'byor yin pas bla ma'i rnal 'byor gyi dmigs pa gzhan nas tshol mi dgos",,བླ་མ་བསྟེན་ཚུལ་ཡང་བཀའ་ཆོས་གནང་མཁན་དང། ཀ་ཁ་སློབ་མཁན་གཉིས་ལ་ཁྱད་མེད་དགོས། བླ་མ་བསྟེན་པའི་རིང་རང་དོན་དུ་ཁ་ཏོན་བྱས་པ་ལྟ་བུ་མ་གཏོགས་པ་སྲི་ཞུ་བཀུར་སྟི་སོགས་ཞབས་ཏོག་སྒྲུབ་ཚད་བླ་མའི་རྣལ་འབྱོར་ཡིན་པས་བླ་མའི་རྣལ་འབྱོར་གྱི་དམིགས་པ་གཞན་ནས་ཚོལ་མི་དགོས,"la maten tsul yang kachu nangken dang ,ka kalob kennyi la kyeme gula matenpay ringrang dun du katun jepa tabu matokpa sishu kurti sokshap tokdrub tselamay nelnjor yinpe lamay nelnjor gyi mikpa shen ne tsul migu","When we speak of ""proper behavior towards your lama,"" it's necessary for the student to realize that we draw no distinction between the person who delivers him formal dharma teachings and the person who teaches him the alphabet and so on. Whatever a disciple undertakes in the service of his lama during the length of their relationship--whether it be attending to him, paying him respects, or so on, everything except those minor things like the personal daily recitations that the student does for himself--all of it counts as what we call ""lama practice."" As such it is unnecessary for a disciple in the service of his lama to go out and seek one of the other, formal meditative techniques that are known as ""lama practice.""",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma dang slob ma'i tshul du,,བླ་མ་དང་སློབ་མའི་ཚུལ་དུ,la madang lobmay tsul du,they sat like teacher and student,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma dbu ma pa,,བླ་མ་དབུ་མ་པ,la mau mapa,Lama Umapa,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma de bsten tshul legs nyes ji ltar byas pa bzhin phan yon brgyad dang nyes dmigs rnams so sor 'byung ,",,བླ་མ་དེ་བསྟེན་ཚུལ་ལེགས་ཉེས་ཇི་ལྟར་བྱས་པ་བཞིན་ཕན་ཡོན་བརྒྱད་དང་ཉེས་དམིགས་རྣམས་སོ་སོར་འབྱུང།,"la made tentsul leknye jitar jepa shinpen yungye dang nyemik nam sosor jung,",Each of the eight benefits and eight dangers comes up in exact accordance to how well or poorly one behaves with his lama.,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma de bsten tshul legs nyes ji ltar byas pa bzhin phan yon brgyad dang nyes dmigs rnams so sor 'byung , bsten pa'i tshe yang bla ma sangs rgyas yin par rdo rje 'chang gis bzhed pa sogs sa bcad rnams bkram nas dpyad sgom byas te lung rigs kyis bsgrub dgos",,བླ་མ་དེ་བསྟེན་ཚུལ་ལེགས་ཉེས་ཇི་ལྟར་བྱས་པ་བཞིན་ཕན་ཡོན་བརྒྱད་དང་ཉེས་དམིགས་རྣམས་སོ་སོར་འབྱུང། བསྟེན་པའི་ཚེ་ཡང་བླ་མ་སངས་རྒྱས་ཡིན་པར་རྡོ་རྗེ་འཆང་གིས་བཞེད་པ་སོགས་ས་བཅད་རྣམས་བཀྲམ་ནས་དཔྱད་སྒོམ་བྱས་ཏེ་ལུང་རིགས་ཀྱིས་བསྒྲུབ་དགོས,"la made tentsul leknye jitar jepa shinpen yungye dang nyemik nam sosor jung, tenpay tse yang la masang gyeyinpar doje chang gi shepa soksa che nam tram ne chegom je te lungrik kyi drubgu","Each of the eight benefits and eight dangers comes up in exact accordance to how well or poorly one behaves with his lama. During the relationship the disciple should use what we call ""analytical meditation."" To do so, he first has to lay out in his mind each separate point in the teaching on how to behave towards a lama. For example, he could start with the fact that the Holder of the Diamond declared a person's lama to be the Buddha himself.60 Then the disciple should use various other cases of scriptural authority, together with logical reasoning, to satisfy himself of the truth of each point.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma de yang dper na nyin gcig gi 'gro sa'i lam ston mkhan kyang lam rgyus la mkhas pa zhig dgos pa ltar,,བླ་མ་དེ་ཡང་དཔེར་ན་ཉིན་གཅིག་གི་འགྲོ་སའི་ལམ་སྟོན་མཁན་ཀྱང་ལམ་རྒྱུས་ལ་མཁས་པ་ཞིག་དགོས་པ་ལྟར,la made yang per na nyinchik gi drosay lamton ken kyang lamgyu la kepa shikupa tar,It takes a guide who knows every turn of the path just to get you somewhere you can reach in a single day.,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma de yang dper na nyin gcig gi 'gro sa'i lam ston mkhan kyang lam rgyus la mkhas pa zhig dgos pa ltar thar pa dang thams cad mkhyen pa'i go 'phang du 'khrid pa'i bla ma de yang mtshan nyid dang ldan pa zhig dgos, de med na bla ma bzang ngan ji 'dra zhig yod na slob ma yang de dang 'dra bar sAtstsha brkos phor nas bton pa ltar 'ong bas bla ma mtshan ldan gal che",,བླ་མ་དེ་ཡང་དཔེར་ན་ཉིན་གཅིག་གི་འགྲོ་སའི་ལམ་སྟོན་མཁན་ཀྱང་ལམ་རྒྱུས་ལ་མཁས་པ་ཞིག་དགོས་པ་ལྟར་ཐར་པ་དང་ཐམས་ཅད་མཁྱེན་པའི་གོ་འཕང་དུ་འཁྲིད་པའི་བླ་མ་དེ་ཡང་མཚན་ཉིད་དང་ལྡན་པ་ཞིག་དགོས། དེ་མེད་ན་བླ་མ་བཟང་ངན་ཇི་འདྲ་ཞིག་ཡོད་ན་སློབ་མ་ཡང་དེ་དང་འདྲ་བར་སཱཙྪ་བརྐོས་ཕོར་ནས་བཏོན་པ་ལྟར་འོང་བས་བླ་མ་མཚན་ལྡན་གལ་ཆེ,la made yang per na nyinchik gi drosay lamton ken kyang lamgyu la kepa shikupa tartarpa dang tamche kyenpay gopang du tripay la made yang tsennyi dang denpa shiku de me na la masang ngenji drashik yu na lob mayang de dang drawar saku por ne tunpa tarongwe la matsen dengel che,"Now what kind of lama should he be? It takes a guide who knows every turn of the path just to get you somewhere you can reach in a single day. For a lama who's supposed to lead you on to freedom and the state of knowing all things, you're going to need one who has all the requisite qualities. It's important to find a really qualified lama; it's not something you shouldn't care much about, because you're going to end up like him--for better or for worse. The student comes out according to the mold, like those little clay tablets with holy images pressed into them.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma la khros skad cig grangs, ,bskal par bsags pa'i dge bcom nas, ,de snyed bskal par dmyal sogs kyi, ,sdug bsngal tshor ba drag po myong",,བླ་མ་ལ་ཁྲོས་སྐད་ཅིག་གྲངས། ། བསྐལ་པར་བསགས་པའི་དགེ་བཅོམ་ནས། ། དེ་སྙེད་བསྐལ་པར་དམྱལ་སོགས་ཀྱི། ། སྡུག་བསྔལ་ཚོར་བ་དྲག་པོ་མྱོང,"la mala truke chikdrang ,bskelpar sakpay gechom ne,de nyekelpar nyelsok kyi,sduk ngeltsorwa drakpo nyong","Seconds of anger toward your lama Destroy equal eons of virtue collected, Then bring equal eons in which you endure The terrible pain of hells and the rest.55",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma la khros skad cig grangs, ,bskal par bsags pa'i dge bcom nas, ,de snyed bskal par dmyal sogs kyi, ,sdug bsngal tshor ba drag po myong",,བླ་མ་ལ་ཁྲོས་སྐད་ཅིག་གྲངས། ། བསྐལ་པར་བསགས་པའི་དགེ་བཅོམ་ནས། ། དེ་སྙེད་བསྐལ་པར་དམྱལ་སོགས་ཀྱི། ། སྡུག་བསྔལ་ཚོར་བ་དྲག་པོ་མྱོང,"la mala truke chikdrang ,bskelpar sakpay gechom ne,de nyekelpar nyelsok kyi,sduk ngeltsorwa drakpo nyong","Seconds of anger toward your lama Destroy equal eons of virtue collected, Then bring equal eons in which you endure The terrible pain of hells and the rest",1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma lnga bcu pa,BLA MA LNGA BCU PA,བླ་མ་ལྔ་བཅུ་པ,la manga chupa,the Fifty Verses on Lamas,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma mdo sngags kyi lam yongs rdzogs la 'khrid thub pa zhig bsten na slob ma de yang lam yongs rdzogs thos pa dang , go ba chags pa'i skal ldan zhig 'byung ,",,བླ་མ་མདོ་སྔགས་ཀྱི་ལམ་ཡོངས་རྫོགས་ལ་འཁྲིད་ཐུབ་པ་ཞིག་བསྟེན་ན་སློབ་མ་དེ་ཡང་ལམ་ཡོངས་རྫོགས་ཐོས་པ་དང། གོ་བ་ཆགས་པའི་སྐལ་ལྡན་ཞིག་འབྱུང།,"la mando ngak kyi lamyong dzok la trituppa shikten na lob made yang lamyong dzoktupa dang ,gowa chakpay kelnden shiknjung ,","If the disciple enjoys a relationship with a lama who is capable of guiding him through the entire range of the open and secret paths, then the disciple will come to be one blessed, in the sense of having heard about and gained some understanding of the paths in their entirety.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma med par dpe cha bltas pa tsam gyis grub pa thob pa sngon yang gcig kyang ma byung zhing ,",,བླ་མ་མེད་པར་དཔེ་ཆ་བལྟས་པ་ཙམ་གྱིས་གྲུབ་པ་ཐོབ་པ་སྔོན་ཡང་གཅིག་ཀྱང་མ་བྱུང་ཞིང།,"la mamepar pecha tepa tsam gyi druppa toppa ngun yang chik kyang majung shing,","There has never been a single person in history who gained his spiritual goals without a lama, just by reading books on dharma.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma mtshan ldan gal che,,བླ་མ་མཚན་ལྡན་གལ་ཆེ,la matsen dengel che,It's important to find a really qualified lama;,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma rin po che,BLA MA RIN PO CHE,བླ་མ་རིན་པོ་ཆེ,la marinpo che,precious Lama,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma rnams,BLA MA RNAMS,བླ་མ་རྣམས,la manam,"""all the lamas""",1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma sangs rgyas kyi go 'phang la'ang nga rang gcig pus bkod,,བླ་མ་སངས་རྒྱས་ཀྱི་གོ་འཕང་ལའང་ང་རང་གཅིག་པུས་བཀོད,la masang gye kyi gopang langa rangchik puku,"I will by myself put them into the state of the Lama, the state of Buddhahood.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma sangs rgyas yin par rdo rje 'chang gis bzhed pa,,བླ་མ་སངས་རྒྱས་ཡིན་པར་རྡོ་རྗེ་འཆང་གིས་བཞེད་པ,la masang gyeyinpar doje chang gi shepa,the fact that the Holder of the Diamond declared that one's lama is the Buddha himself,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma sangs rgyas yin par rdo rje 'chang gis bzhed pa,,བླ་མ་སངས་རྒྱས་ཡིན་པར་རྡོ་རྗེ་འཆང་གིས་བཞེད་པ,la masang gyeyinpar doje chang gi shepa,the fact that the Holder of the Diamond declared a person's lama to be the Buddha himself,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma yon tan che chung sogs ji 'dra zhig yod kyang slob ma yang skal ba bzang zhan de dang mthun pa zhig yong ste,",,བླ་མ་ཡོན་ཏན་ཆེ་ཆུང་སོགས་ཇི་འདྲ་ཞིག་ཡོད་ཀྱང་སློབ་མ་ཡང་སྐལ་བ་བཟང་ཞན་དེ་དང་མཐུན་པ་ཞིག་ཡོང་སྟེ།,la mayun tenche chungsok jindra shikyu kyang lob mayang kelwa sangshen de dang tunpa shikyong te,Whether the disciple himself turns out to be more or less blessed with virtues depends on the degree to which his lama possesses high personal qualities.,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma'i mtshan nyid de dag ni slob mas kyang shes par byas te de dang ldan pa'i bla ma btsal dgos,",,བླ་མའི་མཚན་ཉིད་དེ་དག་ནི་སློབ་མས་ཀྱང་ཤེས་པར་བྱས་ཏེ་དེ་དང་ལྡན་པའི་བླ་མ་བཙལ་དགོས།,lamay tsennyi de dak ni lobme kyang shepar je te de dang denpay la matsel gu,"The prospective disciple on his part should familiarize himself with these descriptions of a proper lama's qualifications, and then seek out a lama who possesses them.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma'i mtshan nyid de dag ni slob mas kyang shes par byas te de dang ldan pa'i bla ma btsal dgos, bla ma yon tan che chung sogs ji 'dra zhig yod kyang slob ma yang skal ba bzang zhan de dang mthun pa zhig yong ste, bla ma mdo sngags kyi lam yongs rdzogs la 'khrid thub pa zhig bsten na slob ma de yang lam yongs rdzogs thos pa dang , go ba chags pa'i skal ldan zhig 'byung , lam yongs rdzogs la go ba tsam chags na'ang yon tan gzhan dang gzhan yod pa las bsod nams che",,བླ་མའི་མཚན་ཉིད་དེ་དག་ནི་སློབ་མས་ཀྱང་ཤེས་པར་བྱས་ཏེ་དེ་དང་ལྡན་པའི་བླ་མ་བཙལ་དགོས། བླ་མ་ཡོན་ཏན་ཆེ་ཆུང་སོགས་ཇི་འདྲ་ཞིག་ཡོད་ཀྱང་སློབ་མ་ཡང་སྐལ་བ་བཟང་ཞན་དེ་དང་མཐུན་པ་ཞིག་ཡོང་སྟེ། བླ་མ་མདོ་སྔགས་ཀྱི་ལམ་ཡོངས་རྫོགས་ལ་འཁྲིད་ཐུབ་པ་ཞིག་བསྟེན་ན་སློབ་མ་དེ་ཡང་ལམ་ཡོངས་རྫོགས་ཐོས་པ་དང། གོ་བ་ཆགས་པའི་སྐལ་ལྡན་ཞིག་འབྱུང། ལམ་ཡོངས་རྫོགས་ལ་གོ་བ་ཙམ་ཆགས་ནའང་ཡོན་ཏན་གཞན་དང་གཞན་ཡོད་པ་ལས་བསོད་ནམས་ཆེ,"lamay tsennyi de dak ni lobme kyang shepar je te de dang denpay la matsel gula mayun tenche chungsok jindra shikyu kyang lob mayang kelwa sangshen de dang tunpa shikyong tela mando ngak kyi lamyong dzok la trituppa shikten na lob made yang lamyong dzoktupa dang ,gowa chakpay kelnden shiknjung ,lam yongdzok la gowa tsam chakna yunten shen dang shenyupa le sunam che","The prospective disciple on his part should familiarize himself with these descriptions of a proper lama's qualifications, and then seek out a lama who possesses them. Whether the disciple himself turns out to be more or less blessed with virtues depends on the degree to which his lama possesses high personal qualities. If the disciple enjoys a relationship with a lama who is capable of guiding him through the entire range of the open and secret paths, then the disciple will come to be one blessed, in the sense of having heard about and gained some understanding of the paths in their entirety. Even just gaining this general idea of the overall paths represents greater merit that any other good qualities that the student might possess.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma'i mtshan nyid kyang 'dul ba la, yon tan 'byung gnas sogs ltar brtan mkhas kyi yon tan gnyis dang ldan pa zhig dang ,",,བླ་མའི་མཚན་ཉིད་ཀྱང་འདུལ་བ་ལ། ཡོན་ཏན་འབྱུང་གནས་སོགས་ལྟར་བརྟན་མཁས་ཀྱི་ཡོན་ཏན་གཉིས་དང་ལྡན་པ་ཞིག་དང།,"lamay tsennyi kyang dulwa layun tennjung nesok tarten ke kyi yunten nyi dang denpa shik dang ,","What are the characteristics that make a lama qualified? According to the teachings on vowed morality he should be, as they say, a ""source of all good qualities"" and so on.43 This means that the lama should possess the two good qualities of being steady and wise.44",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla ma'i mtshan nyid kyang 'dul ba la, yon tan 'byung gnas sogs ltar brtan mkhas kyi yon tan gnyis dang ldan pa zhig dang , sngags la, sgo gsum legs bsdams sogs ltar dang , mdo sngags spyir btang la, gang dang ldan na sogs ltar yon tan bcu dang ldan pa",,བླ་མའི་མཚན་ཉིད་ཀྱང་འདུལ་བ་ལ། ཡོན་ཏན་འབྱུང་གནས་སོགས་ལྟར་བརྟན་མཁས་ཀྱི་ཡོན་ཏན་གཉིས་དང་ལྡན་པ་ཞིག་དང། སྔགས་ལ། སྒོ་གསུམ་ལེགས་བསྡམས་སོགས་ལྟར་དང། མདོ་སྔགས་སྤྱིར་བཏང་ལ། གང་དང་ལྡན་ན་སོགས་ལྟར་ཡོན་ཏན་བཅུ་དང་ལྡན་པ,"lamay tsennyi kyang dulwa layun tennjung nesok tarten ke kyi yunten nyi dang denpa shik dang ,ngak lago sumlek damsok tar dang ,ndo ngakchir tangla gang dang den na soktar yunten chu dang denpa","What are the characteristics that make a lama qualified? According to the teachings on vowed morality he should be, as they say, a ""source of all good qualities"" and so on.43 This means that the lama should possess the two good qualities of being steady and wise.44 According to the secret teachings, he should fit the description that starts with the words ""all three gateways well restrained."" According to general tradition--that of both the open and the secret teachings--the lama should have ten fine qualities, as mentioned in the verse that begins with ""You who have all ten...""",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma'i rnal 'byor,BLA MA'I RNAL 'BYOR,བླ་མའི་རྣལ་འབྱོར,lamay nelnjor,"""lama practice.""",1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma'i rnal 'byor,BLA MA'I RNAL 'BYOR,བླ་མའི་རྣལ་འབྱོར,lamay nelnjor,lama practice,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,bla ma'i rnal 'byor gyi dmigs pa gzhan nas tshol mi dgos,,བླ་མའི་རྣལ་འབྱོར་གྱི་དམིགས་པ་གཞན་ནས་ཚོལ་མི་དགོས,lamay nelnjor gyi mikpa shen ne tsul migu,"As such it is unnecessary for a disciple in the service of his lama to go out and seek one of the other, formal meditative techniques that are known as ""lama practice.""",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,bla mchod,BLA MCHOD,བླ་མཆོད,lachu,the Offering to Lamas manual,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,bla mchod,BLA MCHOD,བླ་མཆོད,lachu,the Offering to Lamas,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,bla mchod skabs kyi nyams len byin brgyud kyang phyag chen dang 'brel ma 'brel gyi khyad par yod,,བླ་མཆོད་སྐབས་ཀྱི་ཉམས་ལེན་བྱིན་བརྒྱུད་ཀྱང་ཕྱག་ཆེན་དང་འབྲེལ་མ་འབྲེལ་གྱི་ཁྱད་པར་ཡོད,lachu kap kyi nyamlen jingyu kyang chakchen dang drel madrel gyi kyepar yu,"When you visualize this same lineage in the meditation from the Offering to Lamas manual,188 there is a distinction of whether you involve it with the practice of the Great Seal or not.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,bla med,BLA MED,བླ་མེད,lame,"the ""Unsurpassed",1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,bla med byang chub,,བླ་མེད་བྱང་ཆུབ,lame jangchub,matchless Buddhahood,1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,bla med byang chub kyi,,བླ་མེད་བྱང་ཆུབ་ཀྱི,lame jangchub kyi,of matchless Buddhahood,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,bla na med pa,BLA NA MED PA,བླ་ན་མེད་པ,la na mepa,matchless,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"bla na med pa'i byang chub kyi sems ma bcos pa yid skul bar byed nus pa'i shugs can yang mi skye bas,",,བླ་ན་མེད་པའི་བྱང་ཆུབ་ཀྱི་སེམས་མ་བཅོས་པ་ཡིད་སྐུལ་བར་བྱེད་ནུས་པའི་ཤུགས་ཅན་ཡང་མི་སྐྱེ་བས།,la na mepay jangchub kyi sem machupa yikulwar jenupay shukchen yang mikye be,"Then finally you will never find a genuine form of the wish to achieve matchless enlightenment for all living beings, a powerful wish that can urge you on.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,blang,BLANG,བླང,lang,take up,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blang,BLANG,བླང,lang,begin,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blang,BLANG,བླང,lang,undertake,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blang dor,BLANG DOR,བླང་དོར,langdor,This correct decision,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blang dor,BLANG DOR,བླང་དོར,langdor,the right decisions,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blang dor go log tu spyad de sdug bsngal gyis nyam thag pa'i ma rgan sems can,,བླང་དོར་གོ་ལོག་ཏུ་སྤྱད་དེ་སྡུག་བསྔལ་གྱིས་ཉམ་ཐག་པའི་མ་རྒན་སེམས་ཅན,langdor golok tuche de dungel gyi nyamtakpay magen semchen,"They act ass backwards: they do what they shouldn't and don't what they should. And so my dear aged mothers, these living beings, are made to suffer.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,blangs,BLANGS,བླངས,lang,we must begin this practice,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blangs,BLANGS,བླངས,lang,worn,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blangs pa re re,BLANGS PA RE RE,བླངས་པ་རེ་རེ,langpa rere,every kind of body,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"blangs pa re re'ang grangs med pa re blangs,",,བླངས་པ་རེ་རེའང་གྲངས་མེད་པ་རེ་བླངས།,langpa rere drangmepa relang,"I have worn every kind of body, countless times.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,awareness,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,state of mind,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,thought,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,attitude,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,The state of mind,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,"""Think",1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,feelings,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,this attitude,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,an attitude,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo,BLO,བློ,lo,think,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo bzang don grub,BLO BZANG DON GRUB,བློ་བཟང་དོན་གྲུབ,losang dundrup,Lobsang Dundrup,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo bzang grags,BLO BZANG GRAGS,བློ་བཟང་གྲགས,losang drak,He's Lobsang Drakpa,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo bzang ngag dbang bstan 'dzin rgya mtsho,BLO BZANG NGAG DBANG BSTAN 'DZIN RGYA MTSO,བློ་བཟང་ངག་དབང་བསྟན་འཛིན་རྒྱ་མཚོ,losang ngakwang tenndzin gyatso,Lobsang Ngawang Tenzin Gyatso,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo bzang ye shes,BLO BZANG YE SHES,བློ་བཟང་ཡེ་ཤེས,losang yeshe,Lobsang Yeshe,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo chos su 'gro ba,,བློ་ཆོས་སུ་འགྲོ་བ,lochu sundrowa,turn your mind to spiritual practice,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,blo gros dang ldan pa,BLO GROS DANG LDAN PA,བློ་གྲོས་དང་ལྡན་པ,lodru dang denpa,Intelligent people,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"blo gros dang ldan pa rnams kyis mngon shes dang , rdzu 'phrul, gnas sgo 'byed zer ba sogs bon dang mu stegs pa lta bus kyang bya bar nus pa'i log chos la yid mi phyogs par",,བློ་གྲོས་དང་ལྡན་པ་རྣམས་ཀྱིས་མངོན་ཤེས་དང། རྫུ་འཕྲུལ། གནས་སྒོ་འབྱེད་ཟེར་བ་སོགས་བོན་དང་མུ་སྟེགས་པ་ལྟ་བུས་ཀྱང་བྱ་བར་ནུས་པའི་ལོག་ཆོས་ལ་ཡིད་མི་ཕྱོགས་པར,"lodru dang denpa nam kyi ngunshe dang ,dzu trulne gonje serwa sokbun dang mutekpa tabu kyang jawar nupay lokchu la yi michokpar","Intelligent people then should stop giving any thought to practicing mistaken paths that any local shaman or follower of some deficient ""religion"" could master: things like trying to develop extra-sensory powers, or the ability to perform miraculous feats, or the so-called ""opening day""--pay-as-you-go religion.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"blo gros dang ldan pa rnams kyis mngon shes dang , rdzu 'phrul, gnas sgo 'byed zer ba sogs bon dang mu stegs pa lta bus kyang bya bar nus pa'i log chos la yid mi phyogs par bstan pa spyi'i gnad lung sde snod gsum dang , lam bslab pa gsum gyi snying po bsdus pa ni byang chub lam rim 'di yin pas 'di la thos bsam sgom gsum bya dgos",,བློ་གྲོས་དང་ལྡན་པ་རྣམས་ཀྱིས་མངོན་ཤེས་དང། རྫུ་འཕྲུལ། གནས་སྒོ་འབྱེད་ཟེར་བ་སོགས་བོན་དང་མུ་སྟེགས་པ་ལྟ་བུས་ཀྱང་བྱ་བར་ནུས་པའི་ལོག་ཆོས་ལ་ཡིད་མི་ཕྱོགས་པར་བསྟན་པ་སྤྱིའི་གནད་ལུང་སྡེ་སྣོད་གསུམ་དང། ལམ་བསླབ་པ་གསུམ་གྱི་སྙིང་པོ་བསྡུས་པ་ནི་བྱང་ཆུབ་ལམ་རིམ་འདི་ཡིན་པས་འདི་ལ་ཐོས་བསམ་སྒོམ་གསུམ་བྱ་དགོས,"lodru dang denpa nam kyi ngunshe dang ,dzu trulne gonje serwa sokbun dang mutekpa tabu kyang jawar nupay lokchu la yi michokpar tenpachiy nelung denu sum dang ,lam lappa sum gyi nyingpo dupa ni jangchub lamrim diyinpe di la tusam gomsum jagu","Intelligent people then should stop giving any thought to practicing mistaken paths that any local shaman or follower of some deficient ""religion"" could master: things like trying to develop extra-sensory powers, or the ability to perform miraculous feats, or the so-called ""opening day""--pay-as-you-go religion. Discriminating people should instead learn, and contemplate, and meditate upon the three collections of scripture (which contain the important bulk of the teaching in general), and upon these Steps to Buddhahood (for they are the collected essence of the path of the three trainings).125",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,blo gros mi zad pa,BLO GROS MI ZAD PA,བློ་གྲོས་མི་ཟད་པ,lodru misepa,Understanding that Has No End,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo kha,BLO KHA,བློ་ཁ,loka,my thoughts,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo la,BLO LA,བློ་ལ,lo la,to the mind,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo ldan,BLO LDAN,བློ་ལྡན,londen,intelligent,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo ldan,BLO LDAN,བློ་ལྡན,londen,The wise,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo ldan,BLO LDAN,བློ་ལྡན,londen,wise,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,blo ldan rnams kyis,,བློ་ལྡན་རྣམས་ཀྱིས,londen nam kyi,The wise,1,3,"TENTATIVE (machine-matched, unreviewed)"
