wylie,acip,tibetan_generated,pronunciation_generated,in_acip_index,english,kind,depth,occurrences,courses,n_courses,refs,first_ref,tier,rule,generated_columns,source_corpus,source_pages,generator,layer_date
de bsgrub pa la,,དེ་བསྒྲུབ་པ་ལ,dedruppa la,no,To do this though,translation,3,1,C01,1,C01:49,C01:49,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de bskyed nus na,,དེ་བསྐྱེད་ནུས་ན,dekye nu na,no,since this is possible,translation,3,1,C05,1,C05:313,C05:313,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de bya tshul,,དེ་བྱ་ཚུལ,deja tsul,no,how to carry this out,translation,3,1,C03,1,C03:427,C03:427,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de bzhin du shes par bya'o,,དེ་བཞིན་དུ་ཤེས་པར་བྱའོ,deshin du shepar ja,no,apply this reasoning,translation,3,1,C05,1,C05:219,C05:219,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de dang de 'dod pas,,དེ་དང་དེ་འདོད་པས,de dang de dupe,no,"Those who wish this, and that",translation,3,1,C02,1,C02:49,C02:49,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de las,DE LAS,དེ་ལས,de le,yes,from their fate,translation,3,1,C05,1,C05:183,C05:183,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de las nyams pa sor ma chud gyi bar du,,དེ་ལས་ཉམས་པ་སོར་མ་ཆུད་གྱི་བར་དུ,de le nyampa sor machu gyi bar du,no,during the period between losing his result and gaining it back again,translation,3,1,C05,1,C05:175,C05:175,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de las skyob pa'i nus pa yod pa,,དེ་ལས་སྐྱོབ་པའི་ནུས་པ་ཡོད་པ,de le kyoppay nupa yupa,no,possess the power to protect you from these sufferings,translation,3,1,C02,1,C02:41,C02:41,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de las skyob pa'i phyir du,DE LAS SKYOB PA'I PHYIR DU,དེ་ལས་སྐྱོབ་པའི་ཕྱིར་དུ,de le kyoppay chir du,yes,to protect you from these sufferings,translation,3,1,C02,1,C02:41,C02:41,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de lta bu,DE LTA BU,དེ་ལྟ་བུ,deta bu,yes,like this,translation,3,1,C05,1,C05:298,C05:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de lta bu'i,DE LTA BU'I,དེ་ལྟ་བུའི,detabuy,yes,of this kind,translation,3,1,C05,1,C05:288,C05:288,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de lta bu'i myang 'das de,,དེ་ལྟ་བུའི་མྱང་འདས་དེ,detabuy nyangnde de,no,The nirvana we are describing here,translation,3,1,C02,1,C02:60,C02:60,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de ltar byas na,,དེ་ལྟར་བྱས་ན,detar je na,no,Given all this,translation,3,1,C05,1,C05:298,C05:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de ltar lam gyi gtso bo rnam gsum gyi,,དེ་ལྟར་ལམ་གྱི་གཙོ་བོ་རྣམ་གསུམ་གྱི,detar lam gyi tsowo namsum gyi,no,Of each of the three principal paths explained,translation,3,1,C01,1,C01:37,C01:37,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de ltar ma yin na,,དེ་ལྟར་མ་ཡིན་ན,detar mayin na,no,If this were not the case,translation,3,1,C05,1,C05:292,C05:292,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de ltar na,DE LTAR NA,དེ་ལྟར་ན,detar na,yes,Given all this,translation,3,1,C05,1,C05:226,C05:226,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de na,,དེ་ན,de na,no,in the hells,translation,3,1,C05,1,C05:172,C05:172,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de nyid bstan pa'i phyir,,དེ་ཉིད་བསྟན་པའི་ཕྱིར,denyi tenpay chir,no,to show this,translation,3,1,C05,1,C05:237,C05:237,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de nyid du gnas pa,,དེ་ཉིད་དུ་གནས་པ,denyi du nepa,no,original condition,translation,3,1,C05,1,C05:268,C05:268,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de phyi ma la,,དེ་ཕྱི་མ་ལ,dechi mala,no,for his next life,translation,3,1,C05,1,C05:173,C05:173,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de phyir,DE PHYIR,དེ་ཕྱིར,dechir,yes,then,translation,3,1,C05,1,C05:228,C05:228,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de phyir rten 'brel rtogs pa'i thabs la 'bad,,དེ་ཕྱིར་རྟེན་འབྲེལ་རྟོགས་པའི་ཐབས་ལ་འབད,dechir tendrel tokpay tap la be,no,to perceive interdependence,translation,3,1,C01,1,C01:32,C01:32,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de skad,,དེ་སྐད,deke,no,This is how,translation,3,1,C05,1,C05:208,C05:208,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de thams cad 'khor ba'i rgyu las,,དེ་ཐམས་ཅད་འཁོར་བའི་རྒྱུ་ལས,detam chekorway gyu le,no,each of these profound practices can only bring you back to the cycle of birth,translation,3,1,C01,1,C01:53,C01:53,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de tsam las med,,དེ་ཙམ་ལས་མེད,de tsam le me,no,no more or less than it is,translation,3,1,C05,1,C05:33,C05:33,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de tshe lta ba'i dpyad pa rdzogs pa lags,,དེ་ཚེ་ལྟ་བའི་དཔྱད་པ་རྫོགས་པ་ལགས,detse taway chepa dzokpa lak,no,your analysis with view is complete,translation,3,1,C01,1,C01:35,C01:35,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de yang,DE YANG,དེ་ཡང,de yang,yes,Regarding this,translation,3,1,C05,1,C05:213,C05:213,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de yi dngos med 'dzin ma yin,,དེ་ཡི་དངོས་མེད་འཛིན་མ་ཡིན,de yi ngume dzin mayin,no,You can never grasp how it cannot exist,translation,3,1,C02,1,C02:64,C02:64,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de yi phyir na,,དེ་ཡི་ཕྱིར་ན,de yi chir na,no,then,translation,3,2,C05,1,C05:230 C05:235,C05:230,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de yin na,,དེ་ཡིན་ན,deyin na,no,If this were the case,translation,3,1,C05,1,C05:298,C05:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de yin pa,,དེ་ཡིན་པ,deyinpa,no,is that itself,translation,3,1,C04,1,C04:53,C04:53,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de'i rjes su,,དེའི་རྗེས་སུ,dey je-su,no,Then,translation,3,1,C05,1,C05:295,C05:295,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
"de'i snga rol du don dam la dpyod pa'i rtags kyi dgag bya mthar thug ngos zin pa sngon du 'gro dgos te,",,དེའི་སྔ་རོལ་དུ་དོན་དམ་ལ་དཔྱོད་པའི་རྟགས་ཀྱི་དགག་བྱ་མཐར་ཐུག་ངོས་ཟིན་པ་སྔོན་དུ་འགྲོ་དགོས་ཏེ།,dey ngarul du dundam la chupay tak kyi gakja tartuk ngusinpa ngun du drogu te,no,he must first identify the final object which is denied with reasoning that treats the ultimate,translation,3,1,C02,1,C02:64,C02:64,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
de'i snying po'am srog lta bu,,དེའི་སྙིང་པོའམ་སྲོག་ལྟ་བུ,dey nyingpo sokta bu,no,"the heart, the very life of this teaching",translation,3,1,C01,1,C01:48,C01:48,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
der ma zad,DER MA ZAD,དེར་མ་ཟད,der mase,yes,Aside from the above,translation,3,1,C05,1,C05:184,C05:184,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
der snang ba'i,,དེར་སྣང་བའི,dernangway,no,looking like pus and blood,translation,3,1,C05,1,C05:299,C05:299,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
des longs spyod par brtsams pa na,,དེས་ལོངས་སྤྱོད་པར་བརྩམས་པ་ན,delong chupar tsampa na,no,When he does try to do so,translation,3,1,C05,1,C05:298,C05:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag bya bum pa'i don spyi blo yul du shar ba sngon du ma song bar,,དགག་བྱ་བུམ་པའི་དོན་སྤྱི་བློ་ཡུལ་དུ་ཤར་བ་སྔོན་དུ་མ་སོང་བར,gakja bumpay dunchi loyul du sharwa ngun du masongwar,no,a water pitcher in a certain place,translation,3,1,C02,1,C02:64,C02:64,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag bya de bkag pa'i med dgag stong nyid blo yul du mi 'char ba'i phyir,,དགག་བྱ་དེ་བཀག་པའི་མེད་དགག་སྟོང་ཉིད་བློ་ཡུལ་དུ་མི་འཆར་བའི་ཕྱིར,gakja de kakpay megak tongnyi loyul du micharway chir,no,we can never have a clear idea of emptiness: the simple absence where the object that we deny isn't there,translation,3,1,C02,1,C02:64,C02:64,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag bya ngos 'dzin dgos pa'i rgyu mtshan bshad pa,,དགག་བྱ་ངོས་འཛིན་དགོས་པའི་རྒྱུ་མཚན་བཤད་པ,gakja ngundzin gupay gyutsen shepa,no,a demonstration of why we must identify what it is we deny,translation,3,1,C02,1,C02:64,C02:64,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag bya ngos 'dzin dngos,,དགག་བྱ་ངོས་འཛིན་དངོས,gakja ngundzin ngu,no,the actual identification of the object we deny,translation,3,1,C02,1,C02:65,C02:65,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag bya'i skor,,དགག་བྱའི་སྐོར,gakjay kor,no,From the presentation on The Object We Deny,translation,3,1,C02,1,C02:62,C02:62,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgag gzhag spang gsum,,དགག་གཞག་སྤང་གསུམ,gakshak pangsum,no,"three parts: a refutation of our opponent's position, a presentation of our own position, and a rebuttal of their objections",translation,3,1,C02,1,C02:26,C02:26,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge ba thams cad snang shas kyis dbang byas nas,,དགེ་བ་ཐམས་ཅད་སྣང་ཤས་ཀྱིས་དབང་བྱས་ནས,gewa tamche nangshe kyi wangje ne,no,every virtue you do is affected by your concern for this present life,translation,3,1,C01,1,C01:60,C01:60,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
