# id	kind	status	proposer	created	wylie	value	field	evidence	approver	ruled	comment
pronunciation-2026-08-09-80	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	phub 'bub pa	pumbuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says pubbuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-81	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	phubs 'bubs pa	pumbuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says pubbuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-82	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	phob 'bebs pa	pombeppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says pobbeppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-83	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	babs 'bab pa	bambappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says babbappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-84	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bub 'bub pa	bumbuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says bubbuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-85	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bubs 'bub pa	bumbuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says bubbuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-86	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bobs 'bab pa	bombappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says bobbappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-87	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	brab 'brab pa	dramdrappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says drabdrappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-88	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	brob 'brab pa	dromdrappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says drobdrappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-89	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	dbang phyug byed pa po nyid sel ba dang khyab 'jug byed pa po gcig nyid sel bar byed pa	wangchuk jepapo nyiselwa dang kyamjuk jepapo chiknyi selwar jepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says wangchuk jepapo nyiselwa dang kyabjuk jepapo chiknyi selwar jepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-90	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	dbab 'bebs pa	wambeppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says wabbeppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-91	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	dbub 'bubs pa	umbuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says ubbuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-92	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'bob 'bab pa	bombappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says bobbappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-93	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rtsib 'bigs	tsimbik		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tsibbik; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-94	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rtsub 'gyur tshal	tsumgyur tsel		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tsubgyur tsel; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-95	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	gzhib 'jib pa	shimjippa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shibjippa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-96	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	gzhibs 'jib(s) pa	shimjippa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shibjippa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-97	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bzhab 'jab pa	shamjappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabjappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-98	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bzhabs 'jab pa	shamjappa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabjappa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-99	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bzhib 'jib(s) pa	shimjippa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shibjippa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-100	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bzhibs 'jib(s) pa	shimjippa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shibjippa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-101	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zab 'gra	samdra		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sabdra; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-102	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zab 'grang	samdrang		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sabdrang; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-103	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gyu ltar rab gsal	ramgyu tarrab sel		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabgyu tarrab sel; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-104	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gyur ba	ramgyurwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabgyurwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-105	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gro ba	ramdrowa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdrowa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-106	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gro byed pa	ramdro jepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdro jepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-107	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'joms	ramjom		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjom; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-108	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'joms byed	ramjom je		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjom je; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-109	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dar	ramdar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-110	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bar	rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-111	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bar ba	rambarwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbarwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-112	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bar zhing	rambar shing		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbar shing; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-113	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bur	rambur		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbur; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-114	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byung	ramjung		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjung; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-115	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byed	ramje		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabje; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-116	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byor chen pa	ramjor chenpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjor chenpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-117	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'brang ba	ramdrangwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdrangwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-118	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dzag	ramdzak		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdzak; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-119	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dzag cing	ramdzak ching		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdzak ching; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-120	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rus sbal gi rgyab 'dra ba rtsub pa	rubel gi gyamdrawa tsuppa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rubel gi gyabdrawa tsuppa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-121	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	seng ge dang bya khyung dang khyab 'jug la bzhugs pa'i sgrub thabs	sengge dang jakyung dang kyamjuk la shukpay druptap		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sengge dang jakyung dang kyabjuk la shukpay druptap; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-122	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	seng ge zhabs 'bring pa'i skyes pa rabs kyi phreng ba	sengge shamdringpay kyepa rap kyi trengwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sengge shabdringpay kyepa rap kyi trengwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-123	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	~~khyab 'jug sbas pa	~~khyamjuk bepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says ~~khyabjuk bepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-124	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	seng ge'i gdong can khyab 'jug sbas pa	senggey dongchen kyamjuk bepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says senggey dongchen kyabjuk bepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-125	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	lhun po'i stobs 'jom(s) pa	hlunpoy tomjompa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says hlunpoy tobjompa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-126	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	skyabs 'gro rab ldan	kyamdro rabden		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabdro rabden; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-127	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	skyabs 'gro sems bskyed dbang bzhi'i gdam sa pa	kyamdro semkye wangshiy damsapa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabdro semkye wangshiy damsapa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-128	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	khab 'dzin ma =khyim bdag mo	kamdzin ma=khyim dakmo		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kabdzin ma=khyim dakmo; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-129	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	khyab 'jug rkang pa	kyamjuk kangpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabjuk kangpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-130	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	khyab 'jug skyes =tsan dan sbrul gyi snying po	kyamjuk kye=tsen dendrul gyi nyingpo		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabjuk kye=tsen dendrul gyi nyingpo; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-131	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	khyab 'jug chung ma =pad ma can	kyamjuk chung ma=pe machen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabjuk chung ma=pe machen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-132	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	khyab 'jug lta bu	kyamjuk tabu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says kyabjuk tabu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-133	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bsgrubs 'gyur ba	drumgyurwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says drubgyurwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-134	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	nges par thob 'gyur	ngepar tomgyur		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says ngepar topgyur; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-135	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	cha dpyad 'jam rtsi sbubs 'dra	chache jamtsi bumdra		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says chache jamtsi bubdra; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-136	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	chos ldan rab 'byor dbyangs	chunden ramjor yang		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says chunden rabjor yang; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-137	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	snying stobs rab 'bar	nyingtop rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says nyingtop rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-138	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	stobs 'gyed	tomgye		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tobgye; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-139	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	stobs 'byung	tomjung		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tobjung; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-140	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'thab 'dzing ba	tamdzingwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tabdzingwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-141	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'thob 'gyur	tomgyur		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tobgyur; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-142	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'thob 'dod sems ldan	tomdu semnden		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says tobdu semnden; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-143	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	nu sor dbyibs 'dra	nusor yimdra		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says nusor yibdra; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-144	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rnam bzhag bsgrubs 'gyur ba	namshak drumgyurwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says namshak drubgyurwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-145	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	padma'i 'dab 'dra'i spyan	pe damdray chen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says pe dabdray chen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-146	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	blo ngan rab 'jig pa	longen ramjikpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says longen rabjikpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-147	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'bab 'dod	bamdu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says babdu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-148	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	'babs 'dzin	bamdzin		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says babdzin; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-149	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	sbubs 'bras can	bumdre chen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says bubdre chen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-150	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	ma rig sgo nga'i sbubs 'byed pa	marik gongay bumjepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says marik gongay bubjepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-151	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	mdzub sen nang gi dbyibs 'dra	dzupsen nang gi yimdra		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says dzupsen nang gi yibdra; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-152	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zhabs 'gro ba	shamdrowa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabdrowa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-153	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zhabs 'bring	shamdring		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabdring; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-154	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zhabs 'bring ba	shamdringwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabdringwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-155	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zhabs 'bring bras	shamdring dre		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shabdring dre; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-156	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zhing rnams bye ba rab 'byams	shing nam jewa ramjam		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shing nam jewa rabjam; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-157	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	zla 'od rab 'bar ba	dau rambarwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says dau rabbarwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-158	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	gzi brjid rab 'bar	siji rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says siji rabbar; review sheet docs/PRENASAL_REGISTER.md			
